study,cancer_type,protein,transcript,expression
TCGA,TCGA Sarcoma,Isoform 7,ENST00000582818,"{""label"": ""ENST00000582818"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-3.171, 0.0718, -0.2671, -1.552, 0.7916, -3.458, -1.938, -2.315, -1.149, -1.181, 0.044, 0.03, 0.1257, 0.1388, -1.595, -1.685, 0.9568, 0.1257, -3.458, -3.308, -1.732, -1.248, -0.0877, -1.884, -0.6643, -1.47, 0.2277, -1.781, 0.044, -2.388, -0.9406, -1.938, -0.6643, 0.1776, -1.884, -1.47, -1.392, -1.392, -1.552, -0.3022, -1.47, -0.9971, -2.826, -0.8863, -0.5973, -0.3752, -2.727, -0.4921, -0.8599, -1.994, -1.938, -0.3566, -0.9971, 0.3796, -1.938, -0.9406, -1.392, -0.9132, -2.114, -1.732], ""color"": [0.8980392156862745, 0.7686274509803922, 0.5803921568627451]}"
TCGA,TCGA Sarcoma,Isoform 8,ENST00000584450,"{""label"": ""ENST00000584450"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -3.816, ""whislo"": -9.966, ""whishi"": -1.181, ""fliers"": [], ""color"": [0.7019607843137254, 0.7019607843137254, 0.7019607843137254]}"
TCGA,TCGA Sarcoma,Isoform 9,ENST00000584601,"{""label"": ""ENST00000584601"", ""med"": -3.308, ""q1"": -9.966, ""q3"": -1.639, ""whislo"": -9.966, ""whishi"": 1.239, ""fliers"": [], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
TCGA,TCGA Skin Cutaneous Melanoma,Isoform 1,ENST00000269571,"{""label"": ""ENST00000269571"", ""med"": 2.06, ""q1"": 0.688, ""q3"": 2.83, ""whislo"": -2.466, ""whishi"": 4.866, ""fliers"": [-9.966, -9.966, -9.966, -9.966, -3.171, -9.966, -3.308, -2.826, -4.608, -9.966, -5.574, -9.966, -9.966, -9.966, -9.966, -2.932, -9.966, -3.626, -5.012, -9.966, -3.458, -9.966, -3.816, -3.458, -9.966, -9.966], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
TCGA,TCGA Skin Cutaneous Melanoma,Isoform 2,ENST00000445658,"{""label"": ""ENST00000445658"", ""med"": -4.293, ""q1"": -9.966, ""q3"": -2.635, ""whislo"": -9.966, ""whishi"": 0.9038, ""fliers"": [], ""color"": [0.9882352941176471, 0.5529411764705883, 0.3843137254901961]}"
TCGA,TCGA Skin Cutaneous Melanoma,Isoform 3,ENST00000578199,"{""label"": ""ENST00000578199"", ""med"": -2.245, ""q1"": -4.608, ""q3"": -1.181, ""whislo"": -6.506, ""whishi"": 0.8961, ""fliers"": [-9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966], ""color"": [0.5529411764705883, 0.6274509803921569, 0.796078431372549]}"
TCGA,TCGA Skin Cutaneous Melanoma,Isoform 3,ENST00000584014,"{""label"": ""ENST00000584014"", ""med"": -1.51, ""q1"": -2.245, ""q3"": -0.8599, ""whislo"": -4.293, ""whishi"": 0.8647, ""fliers"": [-9.966, 1.258, -9.966, -4.608, -5.012, -4.608, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, 1.434, -9.966, -9.966], ""color"": [0.5529411764705883, 0.6274509803921569, 0.796078431372549]}"
TCGA,TCGA Skin Cutaneous Melanoma,Isoform 4,ENST00000578502,"{""label"": ""ENST00000578502"", ""med"": -3.171, ""q1"": -9.966, ""q3"": -1.831, ""whislo"": -9.966, ""whishi"": 0.8961, ""fliers"": [], ""color"": [0.9058823529411765, 0.5411764705882353, 0.7647058823529411]}"
TCGA,TCGA Skin Cutaneous Melanoma,Isoform 5,ENST00000578709,"{""label"": ""ENST00000578709"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-3.626, -3.458, -3.816, -3.308, -4.035], ""color"": [0.6509803921568628, 0.8470588235294118, 0.32941176470588235]}"
TCGA,TCGA Skin Cutaneous Melanoma,Isoform 6,ENST00000580074,"{""label"": ""ENST00000580074"", ""med"": -1.248, ""q1"": -9.966, ""q3"": -0.0425, ""whislo"": -9.966, ""whishi"": 2.922, ""fliers"": [], ""color"": [1.0, 0.8509803921568627, 0.1843137254901961]}"
TCGA,TCGA Skin Cutaneous Melanoma,Isoform 7,ENST00000582818,"{""label"": ""ENST00000582818"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-0.7834, -3.171, -1.595, 1.008, -2.053, -1.51, -2.635, -0.9132, -1.214, -1.685, -3.626, -0.5543, -1.685, -0.5973, -1.639, -1.214, -1.639, -1.117, -0.4325, -2.315, -0.7834, -1.51, -1.685, -0.7346, -0.2498, -1.831, -1.831, -2.826, -1.47, -1.639, -1.938, 0.1519, -2.826, 0.0718, -0.4521, -1.431, -2.388, -1.639, -0.3752, -1.552, -2.548, -1.117, -1.781, -1.884, -0.2328, -1.431, -0.4719, -1.214, -4.035, -2.932, -1.214, -0.3201, -1.214, -1.318, -1.248, -1.51, -0.9132, -1.595, -3.171, 0.7321, -2.635, -1.938, -1.392, 0.1257, -0.6643, -0.1504, -2.114, -1.318, 0.1776, -1.831, -0.9971, -2.466, -1.884, -2.315, -5.012, -3.816, -3.047, -1.318, -1.318, -0.8339, -1.552, -1.781, -1.938, -1.884, -0.1828, -0.1665, -2.635, -1.639, -1.639], ""color"": [0.8980392156862745, 0.7686274509803922, 0.5803921568627451]}"
TCGA,TCGA Skin Cutaneous Melanoma,Isoform 8,ENST00000584450,"{""label"": ""ENST00000584450"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -3.816, ""whislo"": -9.966, ""whishi"": -0.4131, ""fliers"": [], ""color"": [0.7019607843137254, 0.7019607843137254, 0.7019607843137254]}"
TCGA,TCGA Skin Cutaneous Melanoma,Isoform 9,ENST00000584601,"{""label"": ""ENST00000584601"", ""med"": -2.466, ""q1"": -4.293, ""q3"": -1.283, ""whislo"": -6.506, ""whishi"": 1.202, ""fliers"": [-9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
TCGA,TCGA Stomach Adenocarcinoma,Isoform 1,ENST00000269571,"{""label"": ""ENST00000269571"", ""med"": 4.5975, ""q1"": 3.709, ""q3"": 5.334, ""whislo"": 1.311, ""whishi"": 7.751, ""fliers"": [7.966, 10.71, -3.308, 9.319, 8.927, -1.283, 9.321, 11.74, -0.0877, 9.967, 10.01, 10.31, -5.574, 1.177, 10.97, -3.171, -1.639, 9.049, 10.5, 9.739, 9.483, -0.3201, 9.579, 0.1776, -0.5756, 1.064, -0.1187, 8.066, 9.408, 7.861, 10.18, 10.31, 8.767, 0.9862, 9.812], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
TCGA,TCGA Stomach Adenocarcinoma,Isoform 2,ENST00000445658,"{""label"": ""ENST00000445658"", ""med"": 2.4699999999999998, ""q1"": 1.2345000000000002, ""q3"": 3.349, ""whislo"": -1.431, ""whishi"": 5.936, ""fliers"": [8.768, -2.245, -2.114, -3.816, 7.636, 9.05, 8.358, 7.946, 8.643, 9.271, -9.966, -2.932, 6.751, 7.692, 7.957, 8.187, 6.943, -3.626, -3.047, -2.315, 7.179, 7.47, 8.067, -2.388, -1.938, 8.23], ""color"": [0.9882352941176471, 0.5529411764705883, 0.3843137254901961]}"
TCGA,TCGA Stomach Adenocarcinoma,Isoform 3,ENST00000578199,"{""label"": ""ENST00000578199"", ""med"": -1.595, ""q1"": -3.626, ""q3"": -0.27144999999999997, ""whislo"": -6.506, ""whishi"": 4.748, ""fliers"": [-9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, 5.112, -9.966, -9.966, -9.966, -9.966, 5.211, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, 4.854, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966], ""color"": [0.5529411764705883, 0.6274509803921569, 0.796078431372549]}"
TCGA,TCGA Stomach Adenocarcinoma,Isoform 3,ENST00000584014,"{""label"": ""ENST00000584014"", ""med"": -1.831, ""q1"": -2.932, ""q3"": -0.8339, ""whislo"": -5.574, ""whishi"": 2.305, ""fliers"": [-9.966, -9.966, -9.966, 3.723, -9.966, 4.025, -9.966, 5.807, -9.966, -9.966, -9.966, 4.845, -9.966, 6.007, -9.966, 4.116, -9.966, -9.966, -9.966, -9.966, 4.044, -9.966, -9.966, -9.966, 4.328, -9.966, -9.966, 3.966, -9.966, -9.966, -9.966, -9.966, -9.966, 2.422, -9.966, -9.966, 2.362, 2.917, 3.111, 2.544, -9.966, -9.966, 4.072, -9.966, 5.107, 2.674, -9.966, -9.966, 3.842], ""color"": [0.5529411764705883, 0.6274509803921569, 0.796078431372549]}"
TCGA,TCGA Stomach Adenocarcinoma,Isoform 4,ENST00000578502,"{""label"": ""ENST00000578502"", ""med"": -0.15845, ""q1"": -1.732, ""q3"": 0.7233, ""whislo"": -4.608, ""whishi"": 4.31, ""fliers"": [5.661, 4.944, 4.773, -9.966, 5.051, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, 5.54, -9.966, -9.966, 5.813, -9.966, -9.966, 5.343, -9.966, -9.966, -9.966, -9.966, 6.26, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, 4.718, -9.966, 4.73, 5.515, -9.966, -9.966, -9.966, 5.746, 4.679, -9.966, -9.966, 4.904, -9.966, -9.966, 6.721, -9.966], ""color"": [0.9058823529411765, 0.5411764705882353, 0.7647058823529411]}"
TCGA,TCGA Stomach Adenocarcinoma,Isoform 5,ENST00000578709,"{""label"": ""ENST00000578709"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -3.308, ""whislo"": -9.966, ""whishi"": 2.703, ""fliers"": [], ""color"": [0.6509803921568628, 0.8470588235294118, 0.32941176470588235]}"
TCGA,TCGA Stomach Adenocarcinoma,Isoform 6,ENST00000580074,"{""label"": ""ENST00000580074"", ""med"": -1.355, ""q1"": -3.308, ""q3"": 0.19974999999999998, ""whislo"": -5.574, ""whishi"": 4.789, ""fliers"": [-9.966, -9.966, -9.966, 6.46, -9.966, -9.966, -9.966, -9.966, 7.964, 6.467, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, 5.832, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, 5.82, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, 5.501, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, 7.286, -9.966, -9.966, -9.966, -9.966, 6.202, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966], ""color"": [1.0, 0.8509803921568627, 0.1843137254901961]}"
TCGA,TCGA Stomach Adenocarcinoma,Isoform 7,ENST00000582818,"{""label"": ""ENST00000582818"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -1.7934999999999999, ""whislo"": -9.966, ""whishi"": 4.693, ""fliers"": [], ""color"": [0.8980392156862745, 0.7686274509803922, 0.5803921568627451]}"
TCGA,TCGA Stomach Adenocarcinoma,Isoform 8,ENST00000584450,"{""label"": ""ENST00000584450"", ""med"": -2.114, ""q1"": -4.293, ""q3"": -0.107, ""whislo"": -9.966, ""whishi"": 5.996, ""fliers"": [6.918, 6.247, 6.678], ""color"": [0.7019607843137254, 0.7019607843137254, 0.7019607843137254]}"
TCGA,TCGA Stomach Adenocarcinoma,Isoform 9,ENST00000584601,"{""label"": ""ENST00000584601"", ""med"": -2.315, ""q1"": -3.626, ""q3"": -1.25675, ""whislo"": -6.506, ""whishi"": 2.06, ""fliers"": [-9.966, 3.094, -9.966, -9.966, 4.459, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, 3.641, 4.282, 2.412, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, 3.18, -9.966, -9.966, -9.966, 3.086, -9.966, -9.966, 2.759, -9.966, -9.966, -9.966, -9.966, 3.0, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, 2.571, -9.966, -9.966, 2.718, -9.966, -9.966], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
TCGA,TCGA Testicular Germ Cell Tumor,Isoform 1,ENST00000269571,"{""label"": ""ENST00000269571"", ""med"": 1.1315, ""q1"": 0.0506, ""q3"": 2.6205, ""whislo"": -3.308, ""whishi"": 5.353, ""fliers"": [-9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
TCGA,TCGA Testicular Germ Cell Tumor,Isoform 2,ENST00000445658,"{""label"": ""ENST00000445658"", ""med"": -3.383, ""q1"": -9.966, ""q3"": -1.7835, ""whislo"": -9.966, ""whishi"": 0.9343, ""fliers"": [], ""color"": [0.9882352941176471, 0.5529411764705883, 0.3843137254901961]}"
TCGA,TCGA Testicular Germ Cell Tumor,Isoform 3,ENST00000578199,"{""label"": ""ENST00000578199"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -4.0995, ""whislo"": -9.966, ""whishi"": -0.5973, ""fliers"": [], ""color"": [0.5529411764705883, 0.6274509803921569, 0.796078431372549]}"
TCGA,TCGA Testicular Germ Cell Tumor,Isoform 3,ENST00000584014,"{""label"": ""ENST00000584014"", ""med"": -1.165, ""q1"": -2.053, ""q3"": -0.5543, ""whislo"": -3.816, ""whishi"": 0.9191, ""fliers"": [-9.966, -9.966], ""color"": [0.5529411764705883, 0.6274509803921569, 0.796078431372549]}"
TCGA,TCGA Testicular Germ Cell Tumor,Isoform 4,ENST00000578502,"{""label"": ""ENST00000578502"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -2.635, ""whislo"": -9.966, ""whishi"": 0.5666, ""fliers"": [], ""color"": [0.9058823529411765, 0.5411764705882353, 0.7647058823529411]}"
TCGA,TCGA Testicular Germ Cell Tumor,Isoform 5,ENST00000578709,"{""label"": ""ENST00000578709"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-2.826, -3.308, -3.816, -4.293, -2.727, -3.626], ""color"": [0.6509803921568628, 0.8470588235294118, 0.32941176470588235]}"
TCGA,TCGA Testicular Germ Cell Tumor,Isoform 6,ENST00000580074,"{""label"": ""ENST00000580074"", ""med"": -2.727, ""q1"": -9.966, ""q3"": -0.3158, ""whislo"": -9.966, ""whishi"": 2.669, ""fliers"": [], ""color"": [1.0, 0.8509803921568627, 0.1843137254901961]}"
TCGA,TCGA Testicular Germ Cell Tumor,Isoform 7,ENST00000582818,"{""label"": ""ENST00000582818"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [0.2277, -2.727, -0.9971, -1.149, -2.315, -2.315, -1.552, -1.47, -0.7108, -2.315, -1.086, -1.51, -1.884, -1.595, -1.639, -2.466, 1.317, 0.8327, -2.245, -2.114, -1.149, -2.727, -2.388, -1.595, -0.9686, 0.0854, -0.0877, -1.283, -0.5973, -1.938, -2.826, 1.423], ""color"": [0.8980392156862745, 0.7686274509803922, 0.5803921568627451]}"
TCGA,TCGA Testicular Germ Cell Tumor,Isoform 8,ENST00000584450,"{""label"": ""ENST00000584450"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -4.293, ""whislo"": -9.966, ""whishi"": -0.6193, ""fliers"": [], ""color"": [0.7019607843137254, 0.7019607843137254, 0.7019607843137254]}"
TCGA,TCGA Testicular Germ Cell Tumor,Isoform 9,ENST00000584601,"{""label"": ""ENST00000584601"", ""med"": -1.4505, ""q1"": -2.826, ""q3"": -0.5543, ""whislo"": -5.574, ""whishi"": 1.34, ""fliers"": [-9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
TCGA,TCGA Thymoma,Isoform 1,ENST00000269571,"{""label"": ""ENST00000269571"", ""med"": -1.685, ""q1"": -9.966, ""q3"": 1.3559999999999999, ""whislo"": -9.966, ""whishi"": 4.79, ""fliers"": [], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
TCGA,TCGA Thymoma,Isoform 2,ENST00000445658,"{""label"": ""ENST00000445658"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -3.2394999999999996, ""whislo"": -9.966, ""whishi"": 0.6969, ""fliers"": [], ""color"": [0.9882352941176471, 0.5529411764705883, 0.3843137254901961]}"
TCGA,TCGA Thymoma,Isoform 3,ENST00000578199,"{""label"": ""ENST00000578199"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -5.574, ""whislo"": -9.966, ""whishi"": -0.1665, ""fliers"": [], ""color"": [0.5529411764705883, 0.6274509803921569, 0.796078431372549]}"
TCGA,TCGA Thymoma,Isoform 3,ENST00000584014,"{""label"": ""ENST00000584014"", ""med"": -2.315, ""q1"": -3.171, ""q3"": -1.732, ""whislo"": -4.608, ""whishi"": -0.2845, ""fliers"": [-9.966, -9.966, -6.506, -9.966, -9.966], ""color"": [0.5529411764705883, 0.6274509803921569, 0.796078431372549]}"
TCGA,TCGA Thymoma,Isoform 4,ENST00000578502,"{""label"": ""ENST00000578502"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -2.9895, ""whislo"": -9.966, ""whishi"": 0.9642, ""fliers"": [], ""color"": [0.9058823529411765, 0.5411764705882353, 0.7647058823529411]}"
TCGA,TCGA Thymoma,Isoform 5,ENST00000578709,"{""label"": ""ENST00000578709"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-3.816], ""color"": [0.6509803921568628, 0.8470588235294118, 0.32941176470588235]}"
TCGA,TCGA Thymoma,Isoform 6,ENST00000580074,"{""label"": ""ENST00000580074"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -1.2654999999999998, ""whislo"": -9.966, ""whishi"": 3.172, ""fliers"": [], ""color"": [1.0, 0.8509803921568627, 0.1843137254901961]}"
TCGA,TCGA Thymoma,Isoform 7,ENST00000582818,"{""label"": ""ENST00000582818"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-1.431, -1.552, 0.8327, -1.732, 0.3796, -0.1993, -2.315, 0.0014, -1.884, -2.114, -0.9132, -1.431], ""color"": [0.8980392156862745, 0.7686274509803922, 0.5803921568627451]}"
TCGA,TCGA Thymoma,Isoform 8,ENST00000584450,"{""label"": ""ENST00000584450"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -8.236, ""whislo"": -9.966, ""whishi"": -6.506, ""fliers"": [-5.012, -0.9132, -3.816, -5.012, -4.608, -4.293, -5.574, -5.574, -5.574, -5.012, -2.826, -4.608, -3.171, -4.035, -0.2845, -3.308, -2.548, -4.035, -3.816, -2.727, -5.574, -3.047, -3.308, -4.035, -2.245, -5.574, -5.012, -4.608, -4.608], ""color"": [0.7019607843137254, 0.7019607843137254, 0.7019607843137254]}"
TCGA,TCGA Thymoma,Isoform 9,ENST00000584601,"{""label"": ""ENST00000584601"", ""med"": -3.047, ""q1"": -6.506, ""q3"": -0.90025, ""whislo"": -9.966, ""whishi"": 1.705, ""fliers"": [], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
TCGA,TCGA Thyroid Carcinoma,Isoform 1,ENST00000269571,"{""label"": ""ENST00000269571"", ""med"": 3.885, ""q1"": 2.81125, ""q3"": 4.5432500000000005, ""whislo"": 0.2522, ""whishi"": 6.066, ""fliers"": [-0.1665, -0.2328, -1.639, -0.4921, -5.012, -1.283, -1.026, -3.308, -0.8599, 0.1388, -2.466, 0.03, -0.0425, -9.966, -0.013, -2.635, -0.1187, -0.0425, -9.966, -2.826, -9.966, -9.966, -9.966, -0.1031, -1.214, -0.7834, -0.1345, -0.7346, -0.1993, -0.394, -0.5543, 0.0014], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
TCGA,TCGA Thyroid Carcinoma,Isoform 2,ENST00000445658,"{""label"": ""ENST00000445658"", ""med"": -3.171, ""q1"": -6.506, ""q3"": -1.685, ""whislo"": -9.966, ""whishi"": 1.619, ""fliers"": [], ""color"": [0.9882352941176471, 0.5529411764705883, 0.3843137254901961]}"
TCGA,TCGA Thyroid Carcinoma,Isoform 3,ENST00000578199,"{""label"": ""ENST00000578199"", ""med"": -2.548, ""q1"": -4.0995, ""q3"": -1.392, ""whislo"": -6.506, ""whishi"": 0.9862, ""fliers"": [-9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966], ""color"": [0.5529411764705883, 0.6274509803921569, 0.796078431372549]}"
TCGA,TCGA Thyroid Carcinoma,Isoform 3,ENST00000584014,"{""label"": ""ENST00000584014"", ""med"": -1.831, ""q1"": -2.388, ""q3"": -1.318, ""whislo"": -3.816, ""whishi"": 0.099, ""fliers"": [-9.966, -9.966, -4.293, -9.966, -9.966, -4.035, -4.608, -4.608, -4.035, -4.293, -4.035, -9.966, -4.608, -4.293, -4.608, -4.035], ""color"": [0.5529411764705883, 0.6274509803921569, 0.796078431372549]}"
TCGA,TCGA Thyroid Carcinoma,Isoform 4,ENST00000578502,"{""label"": ""ENST00000578502"", ""med"": -1.181, ""q1"": -2.466, ""q3"": -0.1504, ""whislo"": -4.608, ""whishi"": 2.224, ""fliers"": [-9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966], ""color"": [0.9058823529411765, 0.5411764705882353, 0.7647058823529411]}"
TCGA,TCGA Thyroid Carcinoma,Isoform 5,ENST00000578709,"{""label"": ""ENST00000578709"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-3.626, -4.293, -3.458, -4.035, -4.608, -3.816, -3.047, -4.293, -3.626, -3.816, -3.458, -3.458, -3.626, -3.816, -3.626, -4.035, -3.047, -3.816, -1.884, -3.626, -4.035, -4.608, -3.816, -4.035, -4.293, -3.816, -3.816, -3.816], ""color"": [0.6509803921568628, 0.8470588235294118, 0.32941176470588235]}"
TCGA,TCGA Thyroid Carcinoma,Isoform 6,ENST00000580074,"{""label"": ""ENST00000580074"", ""med"": -0.1109, ""q1"": -1.732, ""q3"": 0.977075, ""whislo"": -5.012, ""whishi"": 4.336, ""fliers"": [-9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966], ""color"": [1.0, 0.8509803921568627, 0.1843137254901961]}"
